case_id,crime_id,crime_type,crime_category,ipc_sections,bns_sections,severity,incident_date,incident_time,reported_date,state,district,police_station,case_status,description,synthetic_flag
CASE-000978,CYBERCRIME,CYBERCRIME,Cybercrime,,,HIGH,2023-02-22,14:27,2023-02-24,Telangana,District-34,PS-18,Open,Synthetic investigation scenario,true
CASE-000979,CULPABLE_HOMICIDE,CULPABLE_HOMICIDE,Violent Crime,,,CRITICAL,2023-05-21,14:44,2023-05-23,Tamil Nadu,District-07,PS-04,Charge-sheeted,Synthetic investigation scenario,true
CASE-000980,OTHER_SPECIAL_LOCAL_LAWS,OTHER_SPECIAL_LOCAL_LAWS,Special/Local Law,,,MEDIUM,2023-11-26,05:20,2023-11-27,Gujarat,District-26,PS-03,Under Investigation,Synthetic investigation scenario,true
CASE-000981,KIDNAPPING,KIDNAPPING,Kidnapping/Abduction,,,CRITICAL,2023-12-07,21:26,2023-12-08,West Bengal,District-29,PS-17,Charge-sheeted,Synthetic investigation scenario,true
CASE-000982,FORGERY,FORGERY,Financial Crime,,,MEDIUM,2023-06-14,10:27,2023-06-15,Delhi,District-40,PS-05,Open,Synthetic investigation scenario,true
CASE-000983,VEHICLE_THEFT,VEHICLE_THEFT,Property Crime,,,MEDIUM,2023-06-22,06:23,2023-06-23,Kerala,District-14,PS-23,Open,Synthetic investigation scenario,true
CASE-000984,CRUELTY_BY_HUSBAND_OR_RELATIVES,CRUELTY_BY_HUSBAND_OR_RELATIVES,Crime Against Women,,,HIGH,2023-12-21,07:31,2023-12-23,Maharashtra,District-31,PS-21,Charge-sheeted,Synthetic investigation scenario,true
CASE-000985,RAPE,RAPE,Sexual Crime,,,CRITICAL,2023-10-09,14:20,2023-10-10,West Bengal,District-25,PS-02,Charge-sheeted,Synthetic investigation scenario,true
CASE-000986,CRUELTY_BY_HUSBAND_OR_RELATIVES,CRUELTY_BY_HUSBAND_OR_RELATIVES,Crime Against Women,,,HIGH,2023-02-19,12:27,2023-02-20,West Bengal,District-28,PS-01,Under Investigation,Synthetic investigation scenario,true
CASE-000987,VEHICLE_THEFT,VEHICLE_THEFT,Property Crime,,,MEDIUM,2023-09-07,13:35,2023-09-08,Uttar Pradesh,District-05,PS-12,Charge-sheeted,Synthetic investigation scenario,true
CASE-000988,ATTEMPTED_RAPE,ATTEMPTED_RAPE,Sexual Crime,,,CRITICAL,2023-08-17,00:01,2023-08-17,Maharashtra,District-11,PS-17,Open,Synthetic investigation scenario,true
CASE-000989,MURDER,MURDER,Violent Crime,,,CRITICAL,2023-09-14,07:03,2023-09-15,Rajasthan,District-36,PS-15,Open,Synthetic investigation scenario,true
CASE-000990,CRUELTY_BY_HUSBAND_OR_RELATIVES,CRUELTY_BY_HUSBAND_OR_RELATIVES,Crime Against Women,,,HIGH,2023-12-23,00:58,2023-12-24,West Bengal,District-12,PS-06,Closed,Synthetic investigation scenario,true
CASE-000991,THEFT,THEFT,Property Crime,,,MEDIUM,2023-10-27,19:55,2023-10-27,Rajasthan,District-24,PS-20,Under Investigation,Synthetic investigation scenario,true
CASE-000992,CULPABLE_HOMICIDE,CULPABLE_HOMICIDE,Violent Crime,,,CRITICAL,2023-11-14,05:46,2023-11-14,Delhi,District-39,PS-12,Charge-sheeted,Synthetic investigation scenario,true
CASE-000993,ASSAULT,ASSAULT,Violent Crime,,,HIGH,2023-01-09,04:27,2023-01-09,Maharashtra,District-10,PS-25,Under Investigation,Synthetic investigation scenario,true
CASE-000994,FINANCIAL_FRAUD,FINANCIAL_FRAUD,Financial Crime,,,HIGH,2023-02-04,17:41,2023-02-05,Kerala,District-13,PS-20,Open,Synthetic investigation scenario,true
CASE-000995,NARCOTICS_NDPS,NARCOTICS_NDPS,Narcotics,,,HIGH,2023-12-21,03:57,2023-12-21,West Bengal,District-39,PS-18,Closed,Synthetic investigation scenario,true
CASE-000996,NARCOTICS_TRAFFICKING,NARCOTICS_TRAFFICKING,Narcotics,,,CRITICAL,2023-10-06,06:48,2023-10-06,Delhi,District-15,PS-05,Under Investigation,Synthetic investigation scenario,true
CASE-000997,CRUELTY_BY_HUSBAND_OR_RELATIVES,CRUELTY_BY_HUSBAND_OR_RELATIVES,Crime Against Women,,,HIGH,2023-03-05,02:31,2023-03-05,Tamil Nadu,District-25,PS-13,Charge-sheeted,Synthetic investigation scenario,true
CASE-000998,CHILD_RELATED_CRIME,CHILD_RELATED_CRIME,Crime Against Children,,,CRITICAL,2023-02-23,06:31,2023-02-24,West Bengal,District-04,PS-20,Closed,Synthetic investigation scenario,true
CASE-000999,EXTORTION,EXTORTION,Organized/Financial Crime,,,HIGH,2023-07-08,14:13,2023-07-09,Telangana,District-19,PS-06,Charge-sheeted,Synthetic investigation scenario,true
CASE-001000,OTHER_SPECIAL_LOCAL_LAWS,OTHER_SPECIAL_LOCAL_LAWS,Special/Local Law,,,MEDIUM,2023-06-30,01:23,2023-07-01,Rajasthan,District-37,PS-03,Charge-sheeted,Synthetic investigation scenario,true
