case_id,case_number,title,case_type,status,description,created_date,incident_date,location_id,priority
C0523,CASE-2026-0155,Organized Cybercrime Investigation - Bengaluru Sector,Organized Cybercrime,Pending Review,"This case tracks a suspected organized cybercrime matter reported in Bengaluru, Karnataka. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2026-08-06,2026-08-06,L0130,Critical
C0524,CASE-2026-0156,Gurugram-based Individual Cyber Fraud Inquiry,Individual Cyber Fraud,Open,"This case tracks a suspected individual cyber fraud matter reported in Gurugram, Haryana. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2026-10-31,2026-10-26,L0527,Medium
C0525,CASE-2026-0157,Cyber Extortion Case Linked to Gurugram Region,Cyber Extortion,Open,"A demonstration investigation record covering a cyber extortion incident in Gurugram, Haryana, with linked persons, organizations and evidentiary material collected during the inquiry.",2026-05-07,2026-05-05,L0457,High
C0526,CASE-2026-0158,Identity Fraud Investigation - Bengaluru Sector,Identity Fraud,Open,"Case file documenting a identity fraud investigation originating in Bengaluru, Karnataka, including associated communications, financial trails and physical evidence gathered by the investigating team.",2026-09-17,2026-09-16,L0371,Medium
C0527,CASE-2026-0159,Kidnapping Investigation - Indore Sector,Kidnapping,Open,"This case tracks a suspected kidnapping matter reported in Indore, Madhya Pradesh. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2026-07-22,2026-07-19,L0411,Low
C0528,CASE-2026-0160,Kolkata-based Data Theft Inquiry,Data Theft,Open,"This case tracks a suspected data theft matter reported in Kolkata, West Bengal. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2026-05-15,2026-05-12,L0367,Low
C0529,CASE-2026-0161,Minor Fraud Investigation - Thane Sector,Minor Fraud,Under Investigation,"record of a minor fraud case based in Thane, Maharashtra, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2026-04-30,2026-04-28,L0137,Medium
C0530,CASE-2026-0162,Ahmedabad-based Minor Fraud Inquiry,Minor Fraud,Pending Review,"investigation into suspected minor fraud activity centered around Ahmedabad, Gujarat, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2026-05-12,2026-05-08,L0335,Low
C0531,CASE-2026-0163,Kolkata-based Minor Fraud Inquiry,Minor Fraud,Under Investigation,"record of a minor fraud case based in Kolkata, West Bengal, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2026-01-03,2026-01-02,L0105,Medium
C0532,CASE-2026-0164,Money Laundering Investigation Network Probe - Pune,Money Laundering Investigation,Open,"Case file documenting a money laundering investigation investigation originating in Pune, Maharashtra, including associated communications, financial trails and physical evidence gathered by the investigating team.",2026-06-25,2026-06-20,L0045,High
C0533,CASE-2026-0165,Identity Fraud Network Probe - Mumbai,Identity Fraud,Under Investigation,"This case tracks a suspected identity fraud matter reported in Mumbai, Maharashtra. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2026-02-22,2026-02-19,L0201,Critical
C0534,CASE-2026-0166,Mumbai Banking Fraud Case,Banking Fraud,Open,"investigation into suspected banking fraud activity centered around Mumbai, Maharashtra, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2026-03-08,2026-03-08,L0218,Medium
C0535,CASE-2026-0167,Insurance Fraud Ring Operating from Bengaluru,Insurance Fraud,Pending Review,"A demonstration investigation record covering a insurance fraud incident in Bengaluru, Karnataka, with linked persons, organizations and evidentiary material collected during the inquiry.",2026-06-21,2026-06-21,L0282,High
C0536,CASE-2026-0168,Document Fraud Investigation - Hyderabad Sector,Document Fraud,Pending Review,"This case tracks a suspected document fraud matter reported in Hyderabad, Telangana. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2026-08-05,2026-08-01,L0164,High
C0537,CASE-2026-0169,Major Cybercrime Network Probe - Jaipur,Major Cybercrime,Open,"investigation into suspected major cybercrime activity centered around Jaipur, Rajasthan, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2026-11-29,2026-11-28,L0357,High
C0538,CASE-2026-0170,Vehicle Theft Network Probe - Kolkata,Vehicle Theft,Closed,"investigation into suspected vehicle theft activity centered around Kolkata, West Bengal, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2026-08-14,2026-08-14,L0048,Medium
C0539,CASE-2026-0171,Cyber Extortion Investigation - Bhopal Sector,Cyber Extortion,Pending Review,"record of a cyber extortion case based in Bhopal, Madhya Pradesh, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2026-11-09,2026-11-05,L0583,Critical
C0540,CASE-2026-0172,Bengaluru-based Large Organized Crime Network Inquiry,Large Organized Crime Network,Closed,"Case file documenting a large organized crime network investigation originating in Bengaluru, Karnataka, including associated communications, financial trails and physical evidence gathered by the investigating team.",2026-09-15,2026-09-15,L0532,Critical
C0541,CASE-2026-0173,Thane-based Unauthorized Access Inquiry,Unauthorized Access,Closed,"Case file documenting a unauthorized access investigation originating in Thane, Maharashtra, including associated communications, financial trails and physical evidence gathered by the investigating team.",2026-12-08,2026-12-07,L0122,Critical
C0542,CASE-2026-0174,Mumbai-based Burglary Inquiry,Burglary,Pending Review,"This case tracks a suspected burglary matter reported in Mumbai, Maharashtra. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2026-08-26,2026-08-23,L0525,Medium
C0543,CASE-2026-0175,Mumbai-based Organized Cybercrime Inquiry,Organized Cybercrime,Open,"Case file documenting a organized cybercrime investigation originating in Mumbai, Maharashtra, including associated communications, financial trails and physical evidence gathered by the investigating team.",2026-08-27,2026-08-27,L0218,High
C0544,CASE-2026-0176,Nashik Identity Fraud Case,Identity Fraud,Closed,"This case tracks a suspected identity fraud matter reported in Nashik, Maharashtra. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2026-03-04,2026-03-03,L0359,High
C0545,CASE-2026-0177,Organized Cybercrime Network Probe - Pune,Organized Cybercrime,Pending Review,"This case tracks a suspected organized cybercrime matter reported in Pune, Maharashtra. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2026-09-06,2026-09-01,L0197,High
C0546,CASE-2026-0178,Pune Money Laundering Investigation Case,Money Laundering Investigation,Closed,"A demonstration investigation record covering a money laundering investigation incident in Pune, Maharashtra, with linked persons, organizations and evidentiary material collected during the inquiry.",2026-06-21,2026-06-18,L0241,Critical
C0547,CASE-2026-0179,Hyderabad-based Logistics Fraud Inquiry,Logistics Fraud,Under Investigation,"This case tracks a suspected logistics fraud matter reported in Hyderabad, Telangana. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2026-07-07,2026-07-07,L0426,High
C0548,CASE-2026-0180,Assault Investigation - Noida Sector,Assault,Pending Review,"Case file documenting a assault investigation originating in Noida, Uttar Pradesh, including associated communications, financial trails and physical evidence gathered by the investigating team.",2026-11-27,2026-11-26,L0088,Medium
C0549,CASE-2026-0181,Cyber Extortion Case Linked to Pune Region,Cyber Extortion,Under Investigation,"record of a cyber extortion case based in Pune, Maharashtra, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2026-05-26,2026-05-25,L0492,Low
C0550,CASE-2026-0182,Large Financial Crime Network Network Probe - Chennai,Large Financial Crime Network,Pending Review,"This case tracks a suspected large financial crime network matter reported in Chennai, Tamil Nadu. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2026-06-04,2026-06-04,L0150,Critical
C0551,CASE-2026-0183,Vehicle Theft Case Linked to Bhopal Region,Vehicle Theft,Under Investigation,"Case file documenting a vehicle theft investigation originating in Bhopal, Madhya Pradesh, including associated communications, financial trails and physical evidence gathered by the investigating team.",2026-07-04,2026-06-30,L0414,Low
C0552,CASE-2026-0184,Delhi Cyber Extortion Case,Cyber Extortion,Closed,"Case file documenting a cyber extortion investigation originating in Delhi, Delhi, including associated communications, financial trails and physical evidence gathered by the investigating team.",2026-05-08,2026-05-08,L0383,Medium
